EventID,Commodities,Department,Description,Region,Title,Creation Date,Completion Date,Effective Date,Line_Item,Line_Number,Supplier_ID,Supplier_Name,Bid_Amount,Bid_Status,Submission_Timestamp
E-4001,Smart Traffic Management System,Transportation,Enhancement of traffic flow through smart sensor-based optimization.,Texas,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4001-1,1,S-3,Hitachi Rail,399228.3,Rejected,47:03.4
E-4001,Smart Traffic Management System,Transportation,Enhancement of traffic flow through smart sensor-based optimization.,Texas,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4001-1,1,S-4,Econolite Group,266220.69,Under Review,47:03.4
E-4001,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,Texas,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4001-2,2,S-1,Alstom Transport,494921.13,Accepted,47:03.4
E-4001,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,Texas,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4001-3,3,S-1,Kapsch TrafficCom,487424.7,Under Review,47:03.4
E-4001,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,Texas,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4001-3,3,S-2,Bosch Traffic Systems,152300.89,Accepted,47:03.4
E-4001,Smart Traffic Management System,Transportation,Enhancement of traffic flow through smart sensor-based optimization.,Texas,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4001-4,4,S-1,Econolite Group,303784.64,Under Review,47:03.4
E-4001,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,Texas,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4001-4,4,S-2,Bosch Traffic Systems,274452.79,Accepted,47:03.4
E-4002,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-1,1,S-1,Cubic Corporation,258929.36,Rejected,47:03.4
E-4002,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-2,2,S-1,Kapsch TrafficCom,84433.29,Accepted,47:03.4
E-4002,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-2,2,S-2,IBM Smarter Traffic,232002.38,Rejected,47:03.4
E-4002,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-3,3,S-1,Hitachi Rail,258510.48,Rejected,47:03.4
E-4002,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-3,3,S-2,Siemens Mobility,430363.46,Accepted,47:03.4
E-4002,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-3,3,S-3,IBM Smarter Traffic,194814.03,Under Review,47:03.4
E-4002,Smart Traffic Management System,Transportation,Integration of IoT-enabled smart intersections to reduce travel time.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-3,3,S-4,Panasonic Smart Cities,304109.16,Rejected,47:03.4
E-4002,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-4,4,S-1,TransCore,396328.57,Accepted,47:03.4
E-4002,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-4,4,S-2,Cubic Corporation,477330.21,Rejected,47:03.4
E-4002,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-4,4,S-3,Qualcomm Connected Mobility,397927.49,Rejected,47:03.4
E-4002,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-5,5,S-1,Verizon Smart Cities,251619.96,Rejected,47:03.4
E-4002,Smart Traffic Management System,Transportation,Enhancement of traffic flow through smart sensor-based optimization.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-5,5,S-2,Hitachi Rail,69059.89,Under Review,47:03.4
E-4002,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,New York,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4002-5,5,S-3,Iteris Inc.,290330.67,Under Review,47:03.4
E-4003,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-1,1,S-1,Honeywell Smart Mobility,149547.7,Under Review,47:03.4
E-4003,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-1,1,S-2,Schneider Electric Mobility,201985.2,Rejected,47:03.4
E-4003,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-2,2,S-1,Hitachi Rail,207309.44,Rejected,47:03.4
E-4003,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-2,2,S-2,IBM Smarter Traffic,264092.06,Rejected,47:03.4
E-4003,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-2,2,S-3,Verizon Smart Cities,456357.42,Rejected,47:03.4
E-4003,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-2,2,S-4,Iteris Inc.,59224.01,Accepted,47:03.4
E-4003,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-3,3,S-1,Flir Systems,316099.32,Under Review,47:03.4
E-4003,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-3,3,S-2,Kapsch TrafficCom,334203.59,Under Review,47:03.4
E-4003,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-4,4,S-1,Panasonic Smart Cities,126845.12,Accepted,47:03.4
E-4003,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-4,4,S-2,Verizon Smart Cities,464589.81,Under Review,47:03.4
E-4003,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-4,4,S-3,Honeywell Smart Mobility,203854.92,Under Review,47:03.4
E-4003,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-5,5,S-1,Honeywell Smart Mobility,279806.54,Rejected,47:03.4
E-4003,Smart Traffic Management System,Transportation,Deployment of cloud-based centralized traffic control for efficient monitoring.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-5,5,S-2,TransCore,92989.77,Rejected,47:03.4
E-4003,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-5,5,S-3,Alstom Transport,346796.37,Under Review,47:03.4
E-4003,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,Florida,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4003-5,5,S-4,General Electric,120726.58,Under Review,47:03.4
E-4004,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-1,1,S-1,Iteris Inc.,165634.95,Under Review,47:03.4
E-4004,Smart Traffic Management System,Transportation,Deployment of cloud-based centralized traffic control for efficient monitoring.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-1,1,S-2,Bosch Traffic Systems,419618.23,Rejected,47:03.4
E-4004,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-1,1,S-3,IBM Smarter Traffic,381914.58,Rejected,47:03.4
E-4004,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-2,2,S-1,Panasonic Smart Cities,278574.43,Under Review,47:03.4
E-4004,Smart Traffic Management System,Transportation,Integration of IoT-enabled smart intersections to reduce travel time.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-2,2,S-2,Schneider Electric Mobility,130370.58,Accepted,47:03.4
E-4004,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-3,3,S-1,Xerox Transportation,421595.5,Rejected,47:03.4
E-4004,Smart Traffic Management System,Transportation,Deployment of cloud-based centralized traffic control for efficient monitoring.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-3,3,S-2,General Electric,208956.25,Accepted,47:03.4
E-4004,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-3,3,S-3,TransCore,432588,Under Review,47:03.4
E-4004,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-4,4,S-1,Alstom Transport,370546.74,Rejected,47:03.4
E-4004,Smart Traffic Management System,Transportation,Enhancement of traffic flow through smart sensor-based optimization.,Illinois,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4004-4,4,S-2,Schneider Electric Mobility,278286.92,Under Review,47:03.4
E-4005,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,Pennsylvania,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4005-1,1,S-1,Panasonic Smart Cities,282061.13,Rejected,47:03.4
E-4005,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,Pennsylvania,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4005-1,1,S-2,Econolite Group,360874.7,Accepted,47:03.4
E-4006,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-1,1,S-1,Econolite Group,358643.37,Accepted,47:03.4
E-4006,Smart Traffic Management System,Transportation,Deployment of cloud-based centralized traffic control for efficient monitoring.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-1,1,S-2,Xerox Transportation,133436.08,Accepted,47:03.4
E-4006,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-1,1,S-3,Iteris Inc.,155626.13,Under Review,47:03.4
E-4006,Smart Traffic Management System,Transportation,Integration of IoT-enabled smart intersections to reduce travel time.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-1,1,S-4,Econolite Group,177480.15,Accepted,47:03.4
E-4006,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-2,2,S-1,Xerox Transportation,475708.75,Under Review,47:03.4
E-4006,Smart Traffic Management System,Transportation,Deployment of cloud-based centralized traffic control for efficient monitoring.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-2,2,S-2,Hitachi Rail,59442.29,Under Review,47:03.4
E-4006,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-2,2,S-3,Intel Transportation Solutions,307964.37,Accepted,47:03.4
E-4006,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-3,3,S-1,Schneider Electric Mobility,450941.81,Rejected,47:03.4
E-4006,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-3,3,S-2,Honeywell Smart Mobility,205051.65,Under Review,47:03.4
E-4006,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-4,4,S-1,Bosch Traffic Systems,172197.24,Rejected,47:03.4
E-4006,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-4,4,S-2,Kapsch TrafficCom,217029.08,Under Review,47:03.4
E-4006,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,Ohio,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4006-4,4,S-3,Alstom Transport,282437.24,Accepted,47:03.4
E-4007,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-1,1,S-1,Verizon Smart Cities,391883.94,Accepted,47:03.4
E-4007,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-2,2,S-1,Alstom Transport,462273.17,Rejected,47:03.4
E-4007,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-2,2,S-2,Cubic Corporation,355693.39,Rejected,47:03.4
E-4007,Smart Traffic Management System,Transportation,Enhancement of traffic flow through smart sensor-based optimization.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-2,2,S-3,IBM Smarter Traffic,217751.26,Under Review,47:03.4
E-4007,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-2,2,S-4,Flir Systems,297482.48,Under Review,47:03.4
E-4007,Smart Traffic Management System,Transportation,Implementation of real-time vehicle detection and incident response technology.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-3,3,S-1,Hitachi Rail,479051.78,Accepted,47:03.4
E-4007,Smart Traffic Management System,Transportation,Deployment of cloud-based centralized traffic control for efficient monitoring.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-3,3,S-2,Ericsson Intelligent Transport,134227.14,Under Review,47:03.4
E-4007,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-3,3,S-3,Flir Systems,278960.08,Under Review,47:03.4
E-4007,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,Georgia,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4007-3,3,S-4,IBM Smarter Traffic,301560,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Enhancement of traffic flow through smart sensor-based optimization.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-1,1,S-1,IBM Smarter Traffic,58027.41,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Integration of IoT-enabled smart intersections to reduce travel time.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-1,1,S-2,IBM Smarter Traffic,140048.89,Accepted,47:03.4
E-4008,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-1,1,S-3,Qualcomm Connected Mobility,423070.74,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-1,1,S-4,Cubic Corporation,427938.61,Under Review,47:03.4
E-4008,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-2,2,S-1,Qualcomm Connected Mobility,282524.06,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-2,2,S-2,Econolite Group,301065,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Expansion of intelligent traffic management for high-traffic urban areas.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-2,2,S-3,Hitachi Rail,470142.47,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-2,2,S-4,Intel Transportation Solutions,169732.79,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-3,3,S-1,Flir Systems,336684.51,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-3,3,S-2,Xerox Transportation,355054.26,Accepted,47:03.4
E-4008,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-4,4,S-1,Kapsch TrafficCom,64969.19,Accepted,47:03.4
E-4008,Smart Traffic Management System,Transportation,Deployment of AI-powered traffic monitoring system with predictive analytics.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-4,4,S-2,Verizon Smart Cities,286872.4,Accepted,47:03.4
E-4008,Smart Traffic Management System,Transportation,Integration of vehicle-to-infrastructure communication to enhance road safety.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-5,5,S-1,Siemens Mobility,204963.11,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-5,5,S-2,Schneider Electric Mobility,203438.17,Rejected,47:03.4
E-4008,Smart Traffic Management System,Transportation,Deployment of cloud-based centralized traffic control for efficient monitoring.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-5,5,S-3,Iteris Inc.,57158.78,Under Review,47:03.4
E-4008,Smart Traffic Management System,Transportation,Integration of IoT-enabled smart intersections to reduce travel time.,North Carolina,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4008-5,5,S-4,Verizon Smart Cities,164719.33,Under Review,47:03.4
E-4009,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,Michigan,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4009-1,1,S-1,Ericsson Intelligent Transport,427600.02,Under Review,47:03.4
E-4009,Smart Traffic Management System,Transportation,Upgrading legacy traffic control systems with automated response mechanisms.,Michigan,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4009-1,1,S-2,Honeywell Smart Mobility,393798.04,Rejected,47:03.4
E-4009,Smart Traffic Management System,Transportation,Installation of adaptive traffic signals for improved congestion management.,Michigan,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4009-1,1,S-3,Kapsch TrafficCom,497220.5,Accepted,47:03.4
E-4009,Smart Traffic Management System,Transportation,Development of data-driven traffic analysis for better urban mobility solutions.,Michigan,Smart City Infrastructure Project,47:03.4,47:03.4,47:03.4,LI-E-4009-1,1,S-4,General Electric,128973.27,Accepted,47:03.4
E-4010,Healthcare Equipment,Education,Expansion of digital technology for optimized system performance.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4010-1,1,S-1,Xerox Transportation,256514.71,Accepted,47:03.4
E-4010,Healthcare Equipment,Education,Development of a robust public service network with smart automation.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4010-1,1,S-2,IBM Smarter Traffic,460713.75,Rejected,47:03.4
E-4010,Healthcare Equipment,Education,Installation of next-generation monitoring and automation systems.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4010-2,2,S-1,Alstom Transport,394209.64,Under Review,47:03.4
E-4010,Healthcare Equipment,Education,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4010-3,3,S-1,Hitachi Rail,92441.73,Under Review,47:03.4
E-4010,Healthcare Equipment,Education,Implementation of high-efficiency systems for long-term sustainability.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4010-4,4,S-1,Schneider Electric Mobility,364232.05,Accepted,47:03.4
E-4010,Healthcare Equipment,Education,Implementation of high-efficiency systems for long-term sustainability.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4010-4,4,S-2,General Electric,363306.86,Under Review,47:03.4
E-4010,Healthcare Equipment,Education,Optimization of energy consumption through advanced grid management.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4010-4,4,S-3,Panasonic Smart Cities,77527.22,Accepted,47:03.4
E-4010,Healthcare Equipment,Education,Deployment of smart security solutions to enhance operational safety.,California,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4010-4,4,S-4,Ericsson Intelligent Transport,161803.97,Under Review,47:03.4
E-4011,Public Transport System,Health,Upgrading outdated infrastructure with cutting-edge sustainable solutions.,Texas,Infrastructure Enhancement Project,47:03.4,47:03.4,47:03.4,LI-E-4011-1,1,S-1,Qualcomm Connected Mobility,333191.95,Accepted,47:03.4
